"exclusion","num_people","num_trials","order","row_number"
"stimuli_outlier_fixed",160,14333,2,2090
"trial_external",160,13903,3,2090
"trial_outlier_fixed",160,13837,4,2090
"final",160,13837,5,2090
"stimuli_external",160,14278,1,2091
"stimuli_outlier_fixed",160,14278,2,2091
"trial_external",160,13849,3,2091
"trial_outlier_fixed",160,13788,4,2091
"final",160,13788,5,2091
"stimuli_outlier_data",160,14720,1,2092
"stimuli_outlier_fixed",160,14720,2,2092
"trial_external",160,14278,3,2092
"trial_outlier_fixed",160,14212,4,2092
"final",160,14212,5,2092
"participant_external",155,14260,1,2093
"stimuli_outlier_data",155,14260,2,2093
"trial_external",155,13832,3,2093
"trial_outlier_fixed",155,13765,4,2093
"final",155,13765,5,2093
"participant_outlier_fixed",160,14720,1,2094
"stimuli_outlier_data",160,14720,2,2094
"trial_external",160,14278,3,2094
"trial_outlier_fixed",160,14211,4,2094
"final",160,14211,5,2094
"participant_outlier_data",157,14444,1,2095
"stimuli_outlier_data",157,14444,2,2095
"trial_external",157,14010,3,2095
"trial_outlier_fixed",157,13951,4,2095
"final",157,13951,5,2095
"trial_outlier_data",160,14333,1,2096
"stimuli_outlier_data",160,14333,2,2096
"trial_external",160,13903,3,2096
"trial_outlier_fixed",160,13836,4,2096
"final",160,13836,5,2096
"stimuli_external",160,14278,1,2097
"stimuli_outlier_data",160,14278,2,2097
"trial_external",160,13849,3,2097
"trial_outlier_fixed",160,13786,4,2097
"final",160,13786,5,2097
"stimuli_outlier_fixed",160,14720,1,2098
"stimuli_outlier_data",160,14720,2,2098
"trial_external",160,14278,3,2098
"trial_outlier_fixed",160,14214,4,2098
"final",160,14214,5,2098
"participant_outlier_fixed",160,14720,1,2099
"participant_external",155,14260,2,2099
"trial_outlier_data",155,13892,3,2099
"trial_outlier_fixed",155,13826,4,2099
"final",155,13826,5,2099
"participant_outlier_data",157,14444,1,2100
"participant_external",152,13984,2,2100
"trial_outlier_data",152,13580,3,2100
"trial_outlier_fixed",152,13515,4,2100
"final",152,13515,5,2100
"trial_external",160,14278,1,2101
"participant_external",155,13837,2,2101
"trial_outlier_data",155,13486,3,2101
"trial_outlier_fixed",155,13419,4,2101
"final",155,13419,5,2101
"stimuli_external",160,14278,1,2102
"participant_external",155,13830,2,2102
"trial_outlier_data",155,13461,3,2102
"trial_outlier_fixed",155,13394,4,2102
"final",155,13394,5,2102
"stimuli_outlier_fixed",160,14720,1,2103
"participant_external",155,14260,2,2103
"trial_outlier_data",155,13888,3,2103
"trial_outlier_fixed",155,13821,4,2103
"final",155,13821,5,2103
"stimuli_outlier_data",160,14720,1,2104
"participant_external",155,14260,2,2104
"trial_outlier_data",155,13878,3,2104
"trial_outlier_fixed",155,13810,4,2104
"final",155,13810,5,2104
"participant_external",155,14260,1,2105
"participant_outlier_fixed",155,14260,2,2105
"trial_outlier_data",155,13867,3,2105
"trial_outlier_fixed",155,13799,4,2105
"final",155,13799,5,2105
"participant_outlier_data",157,14444,1,2106
"participant_outlier_fixed",157,14444,2,2106
"trial_outlier_data",157,14054,3,2106
"trial_outlier_fixed",157,13989,4,2106
"final",157,13989,5,2106
"trial_external",160,14278,1,2107
"participant_outlier_fixed",160,14278,2,2107
"trial_outlier_data",160,13907,3,2107
"trial_outlier_fixed",160,13843,4,2107
"final",160,13843,5,2107
"stimuli_external",160,14278,1,2108
"participant_outlier_fixed",160,14278,2,2108
"trial_outlier_data",160,13907,3,2108
"trial_outlier_fixed",160,13840,4,2108
"final",160,13840,5,2108
"stimuli_outlier_fixed",160,14720,1,2109
"participant_outlier_fixed",160,14720,2,2109
"trial_outlier_data",160,14333,3,2109
"trial_outlier_fixed",160,14265,4,2109
"final",160,14265,5,2109
"stimuli_outlier_data",160,14720,1,2110
"participant_outlier_fixed",160,14720,2,2110
"trial_outlier_data",160,14333,3,2110
"trial_outlier_fixed",160,14265,4,2110
"final",160,14265,5,2110
"participant_external",155,14260,1,2111
"participant_outlier_data",152,13984,2,2111
"trial_outlier_data",152,13607,3,2111
"trial_outlier_fixed",152,13544,4,2111
"final",152,13544,5,2111
"participant_outlier_fixed",160,14720,1,2112
"participant_outlier_data",157,14444,2,2112
"trial_outlier_data",157,14054,3,2112
"trial_outlier_fixed",157,13989,4,2112
"final",157,13989,5,2112
"trial_external",160,14278,1,2113
"participant_outlier_data",157,14013,2,2113
"trial_outlier_data",157,13634,3,2113
"trial_outlier_fixed",157,13572,4,2113
"final",157,13572,5,2113
"stimuli_external",160,14278,1,2114
"participant_outlier_data",157,14009,2,2114
"trial_outlier_data",157,13631,3,2114
"trial_outlier_fixed",157,13567,4,2114
"final",157,13567,5,2114
"stimuli_outlier_fixed",160,14720,1,2115
"participant_outlier_data",157,14444,2,2115
"trial_outlier_data",157,14054,3,2115
"trial_outlier_fixed",157,13989,4,2115
"final",157,13989,5,2115
"stimuli_outlier_data",160,14720,1,2116
"participant_outlier_data",157,14444,2,2116
"trial_outlier_data",157,14054,3,2116
"trial_outlier_fixed",157,13989,4,2116
"final",157,13989,5,2116
"participant_external",155,14260,1,2117
"trial_external",155,13832,2,2117
"trial_outlier_data",155,13462,3,2117
"trial_outlier_fixed",155,13395,4,2117
"final",155,13395,5,2117
"participant_outlier_fixed",160,14720,1,2118
"trial_external",160,14278,2,2118
"trial_outlier_data",160,13907,3,2118
"trial_outlier_fixed",160,13842,4,2118
"final",160,13842,5,2118
"participant_outlier_data",157,14444,1,2119
"trial_external",157,14010,2,2119
"trial_outlier_data",157,13635,3,2119
"trial_outlier_fixed",157,13570,4,2119
"final",157,13570,5,2119
"stimuli_external",160,14278,1,2120
"trial_external",160,13849,2,2120
"trial_outlier_data",160,13488,3,2120
"trial_outlier_fixed",160,13425,4,2120
"final",160,13425,5,2120
"stimuli_outlier_fixed",160,14720,1,2121
"trial_external",160,14278,2,2121
"trial_outlier_data",160,13903,3,2121
"trial_outlier_fixed",160,13835,4,2121
"final",160,13835,5,2121
"stimuli_outlier_data",160,14720,1,2122
"trial_external",160,14278,2,2122
"trial_outlier_data",160,13904,3,2122
"trial_outlier_fixed",160,13837,4,2122
"final",160,13837,5,2122
"participant_external",155,14260,1,2123
"stimuli_external",155,13832,2,2123
"trial_outlier_data",155,13452,3,2123
"trial_outlier_fixed",155,13385,4,2123
"final",155,13385,5,2123
"participant_outlier_fixed",160,14720,1,2124
"stimuli_external",160,14278,2,2124
"trial_outlier_data",160,13900,3,2124
"trial_outlier_fixed",160,13833,4,2124
"final",160,13833,5,2124
"participant_outlier_data",157,14444,1,2125
"stimuli_external",157,14010,2,2125
"trial_outlier_data",157,13634,3,2125
"trial_outlier_fixed",157,13571,4,2125
"final",157,13571,5,2125
"trial_external",160,14278,1,2126
"stimuli_external",160,13849,2,2126
"trial_outlier_data",160,13481,3,2126
"trial_outlier_fixed",160,13418,4,2126
"final",160,13418,5,2126
"stimuli_outlier_fixed",160,14720,1,2127
"stimuli_external",160,14278,2,2127
"trial_outlier_data",160,13905,3,2127
"trial_outlier_fixed",160,13838,4,2127
"final",160,13838,5,2127
"stimuli_outlier_data",160,14720,1,2128
"stimuli_external",160,14278,2,2128
"trial_outlier_data",160,13911,3,2128
"trial_outlier_fixed",160,13843,4,2128
"final",160,13843,5,2128
"participant_external",155,14260,1,2129
"stimuli_outlier_fixed",155,14260,2,2129
"trial_outlier_data",155,13892,3,2129
"trial_outlier_fixed",155,13824,4,2129
"final",155,13824,5,2129
"participant_outlier_fixed",160,14720,1,2130
"stimuli_outlier_fixed",160,14720,2,2130
"trial_outlier_data",160,14333,3,2130
"trial_outlier_fixed",160,14265,4,2130
"final",160,14265,5,2130
"participant_outlier_data",157,14444,1,2131
"stimuli_outlier_fixed",157,14444,2,2131
"trial_outlier_data",157,14054,3,2131
"trial_outlier_fixed",157,13989,4,2131
"final",157,13989,5,2131
"trial_external",160,14278,1,2132
"stimuli_outlier_fixed",160,14278,2,2132
"trial_outlier_data",160,13897,3,2132
"trial_outlier_fixed",160,13831,4,2132
"final",160,13831,5,2132
"stimuli_external",160,14278,1,2133
"stimuli_outlier_fixed",160,14278,2,2133
"trial_outlier_data",160,13907,3,2133
"trial_outlier_fixed",160,13842,4,2133
"final",160,13842,5,2133
"stimuli_outlier_data",160,14720,1,2134
"stimuli_outlier_fixed",160,14720,2,2134
"trial_outlier_data",160,14333,3,2134
"trial_outlier_fixed",160,14265,4,2134
"final",160,14265,5,2134
"participant_external",155,14260,1,2135
"stimuli_outlier_data",155,14260,2,2135
"trial_outlier_data",155,13891,3,2135
"trial_outlier_fixed",155,13829,4,2135
"final",155,13829,5,2135
"participant_outlier_fixed",160,14720,1,2136
"stimuli_outlier_data",160,14720,2,2136
"trial_outlier_data",160,14333,3,2136
"trial_outlier_fixed",160,14265,4,2136
"final",160,14265,5,2136
"participant_outlier_data",157,14444,1,2137
"stimuli_outlier_data",157,14444,2,2137
"trial_outlier_data",157,14054,3,2137
"trial_outlier_fixed",157,13989,4,2137
"final",157,13989,5,2137
"trial_external",160,14278,1,2138
"stimuli_outlier_data",160,14278,2,2138
"trial_outlier_data",160,13906,3,2138
"trial_outlier_fixed",160,13838,4,2138
"final",160,13838,5,2138
"stimuli_external",160,14278,1,2139
"stimuli_outlier_data",160,14278,2,2139
"trial_outlier_data",160,13905,3,2139
"trial_outlier_fixed",160,13837,4,2139
"final",160,13837,5,2139
"stimuli_outlier_fixed",160,14720,1,2140
"stimuli_outlier_data",160,14720,2,2140
"trial_outlier_data",160,14333,3,2140
"trial_outlier_fixed",160,14265,4,2140
"final",160,14265,5,2140
"participant_outlier_fixed",160,14720,1,2141
"participant_external",155,14260,2,2141
"stimuli_external",155,13832,3,2141
"trial_outlier_fixed",155,13771,4,2141
"final",155,13771,5,2141
"participant_outlier_data",157,14444,1,2142
"participant_external",152,13984,2,2142
"stimuli_external",152,13564,3,2142
"trial_outlier_fixed",152,13512,4,2142
"final",152,13512,5,2142
"trial_external",160,14278,1,2143
"participant_external",155,13837,2,2143
"stimuli_external",155,13421,3,2143
"trial_outlier_fixed",155,13355,4,2143
"final",155,13355,5,2143
"trial_outlier_data",160,14333,1,2144
"participant_external",155,13879,2,2144
"stimuli_external",155,13462,3,2144
"trial_outlier_fixed",155,13397,4,2144
"final",155,13397,5,2144
"stimuli_outlier_fixed",160,14720,1,2145
"participant_external",155,14260,2,2145
"stimuli_external",155,13832,3,2145
"trial_outlier_fixed",155,13765,4,2145
"final",155,13765,5,2145
"stimuli_outlier_data",160,14720,1,2146
"participant_external",155,14260,2,2146
"stimuli_external",155,13832,3,2146
"trial_outlier_fixed",155,13770,4,2146
"final",155,13770,5,2146
"participant_external",155,14260,1,2147
"participant_outlier_fixed",155,14260,2,2147
"stimuli_external",155,13832,3,2147
"trial_outlier_fixed",155,13767,4,2147
"final",155,13767,5,2147
"participant_outlier_data",157,14444,1,2148
"participant_outlier_fixed",157,14444,2,2148
"stimuli_external",157,14010,3,2148
"trial_outlier_fixed",157,13947,4,2148
"final",157,13947,5,2148
"trial_external",160,14278,1,2149
"participant_outlier_fixed",160,14278,2,2149
"stimuli_external",160,13849,3,2149
"trial_outlier_fixed",160,13784,4,2149
"final",160,13784,5,2149
"trial_outlier_data",160,14333,1,2150
"participant_outlier_fixed",155,13967,2,2150
"stimuli_external",155,13547,3,2150
"trial_outlier_fixed",155,13483,4,2150
"final",155,13483,5,2150
"stimuli_outlier_fixed",160,14720,1,2151
"participant_outlier_fixed",160,14720,2,2151
"stimuli_external",160,14278,3,2151
"trial_outlier_fixed",160,14212,4,2151
"final",160,14212,5,2151
"stimuli_outlier_data",160,14720,1,2152
"participant_outlier_fixed",160,14720,2,2152
"stimuli_external",160,14278,3,2152
"trial_outlier_fixed",160,14211,4,2152
"final",160,14211,5,2152
"participant_external",155,14260,1,2153
"participant_outlier_data",152,13984,2,2153
"stimuli_external",152,13564,3,2153
"trial_outlier_fixed",152,13503,4,2153
"final",152,13503,5,2153
"participant_outlier_fixed",160,14720,1,2154
"participant_outlier_data",157,14444,2,2154
"stimuli_external",157,14010,3,2154
"trial_outlier_fixed",157,13948,4,2154
"final",157,13948,5,2154
"trial_external",160,14278,1,2155
"participant_outlier_data",157,14012,2,2155
"stimuli_external",157,13591,3,2155
"trial_outlier_fixed",157,13529,4,2155
"final",157,13529,5,2155
"trial_outlier_data",160,14333,1,2156
"participant_outlier_data",157,14087,2,2156
"stimuli_external",157,13664,3,2156
"trial_outlier_fixed",157,13603,4,2156
"final",157,13603,5,2156
"stimuli_outlier_fixed",160,14720,1,2157
"participant_outlier_data",157,14444,2,2157
"stimuli_external",157,14010,3,2157
"trial_outlier_fixed",157,13948,4,2157
"final",157,13948,5,2157
"stimuli_outlier_data",160,14720,1,2158
"participant_outlier_data",157,14444,2,2158
"stimuli_external",157,14010,3,2158
"trial_outlier_fixed",157,13947,4,2158
"final",157,13947,5,2158
"participant_external",155,14260,1,2159
"trial_external",155,13832,2,2159
"stimuli_external",155,13417,3,2159
"trial_outlier_fixed",155,13353,4,2159
"final",155,13353,5,2159
"participant_outlier_fixed",160,14720,1,2160
"trial_external",160,14278,2,2160
"stimuli_external",160,13849,3,2160
"trial_outlier_fixed",160,13783,4,2160
"final",160,13783,5,2160
"participant_outlier_data",157,14444,1,2161
"trial_external",157,14010,2,2161
"stimuli_external",157,13589,3,2161
"trial_outlier_fixed",157,13526,4,2161
"final",157,13526,5,2161
"trial_outlier_data",160,14333,1,2162
"trial_external",160,13903,2,2162
"stimuli_external",160,13485,3,2162
"trial_outlier_fixed",160,13418,4,2162
"final",160,13418,5,2162
"stimuli_outlier_fixed",160,14720,1,2163
"trial_external",160,14278,2,2163
"stimuli_external",160,13849,3,2163
"trial_outlier_fixed",160,13784,4,2163
"final",160,13784,5,2163
"stimuli_outlier_data",160,14720,1,2164
"trial_external",160,14278,2,2164
"stimuli_external",160,13849,3,2164
"trial_outlier_fixed",160,13784,4,2164
"final",160,13784,5,2164
"participant_external",155,14260,1,2165
"trial_outlier_data",155,13869,2,2165
"stimuli_external",155,13452,3,2165
"trial_outlier_fixed",155,13386,4,2165
"final",155,13386,5,2165
"participant_outlier_fixed",160,14720,1,2166
"trial_outlier_data",160,14333,2,2166
"stimuli_external",160,13903,3,2166
"trial_outlier_fixed",160,13838,4,2166
"final",160,13838,5,2166
"participant_outlier_data",157,14444,1,2167
"trial_outlier_data",157,14054,2,2167
"stimuli_external",157,13632,3,2167
"trial_outlier_fixed",157,13568,4,2167
"final",157,13568,5,2167
"trial_external",160,14278,1,2168
"trial_outlier_data",160,13907,2,2168
"stimuli_external",160,13489,3,2168
"trial_outlier_fixed",160,13426,4,2168
"final",160,13426,5,2168
"stimuli_outlier_fixed",160,14720,1,2169
"trial_outlier_data",160,14333,2,2169
"stimuli_external",160,13903,3,2169
"trial_outlier_fixed",160,13839,4,2169
"final",160,13839,5,2169
"stimuli_outlier_data",160,14720,1,2170
"trial_outlier_data",160,14333,2,2170
"stimuli_external",160,13903,3,2170
"trial_outlier_fixed",160,13835,4,2170
"final",160,13835,5,2170
"participant_external",155,14260,1,2171
"stimuli_outlier_fixed",155,14260,2,2171
"stimuli_external",155,13832,3,2171
"trial_outlier_fixed",155,13766,4,2171
"final",155,13766,5,2171
"participant_outlier_fixed",160,14720,1,2172
"stimuli_outlier_fixed",160,14720,2,2172
"stimuli_external",160,14278,3,2172
"trial_outlier_fixed",160,14215,4,2172
"final",160,14215,5,2172
"participant_outlier_data",157,14444,1,2173
"stimuli_outlier_fixed",157,14444,2,2173
"stimuli_external",157,14010,3,2173
"trial_outlier_fixed",157,13946,4,2173
"final",157,13946,5,2173
"trial_external",160,14278,1,2174
"stimuli_outlier_fixed",160,14278,2,2174
"stimuli_external",160,13849,3,2174
"trial_outlier_fixed",160,13786,4,2174
"final",160,13786,5,2174
"trial_outlier_data",160,14333,1,2175
"stimuli_outlier_fixed",160,14333,2,2175
"stimuli_external",160,13903,3,2175
"trial_outlier_fixed",160,13837,4,2175
"final",160,13837,5,2175
"stimuli_outlier_data",160,14720,1,2176
"stimuli_outlier_fixed",160,14720,2,2176
"stimuli_external",160,14278,3,2176
"trial_outlier_fixed",160,14213,4,2176
"final",160,14213,5,2176
"participant_external",155,14260,1,2177
"stimuli_outlier_data",155,14260,2,2177
"stimuli_external",155,13832,3,2177
"trial_outlier_fixed",155,13764,4,2177
"final",155,13764,5,2177
"participant_outlier_fixed",160,14720,1,2178
"stimuli_outlier_data",160,14720,2,2178
"stimuli_external",160,14278,3,2178
"trial_outlier_fixed",160,14212,4,2178
"final",160,14212,5,2178
"participant_outlier_data",157,14444,1,2179
"stimuli_outlier_data",157,14444,2,2179
"stimuli_external",157,14010,3,2179
"trial_outlier_fixed",157,13945,4,2179
"final",157,13945,5,2179
"trial_external",160,14278,1,2180
"stimuli_outlier_data",160,14278,2,2180
"stimuli_external",160,13849,3,2180
"trial_outlier_fixed",160,13785,4,2180
"final",160,13785,5,2180
"trial_outlier_data",160,14333,1,2181
"stimuli_outlier_data",160,14333,2,2181
"stimuli_external",160,13903,3,2181
"trial_outlier_fixed",160,13839,4,2181
"final",160,13839,5,2181
"stimuli_outlier_fixed",160,14720,1,2182
"stimuli_outlier_data",160,14720,2,2182
"stimuli_external",160,14278,3,2182
"trial_outlier_fixed",160,14215,4,2182
"final",160,14215,5,2182
"participant_outlier_fixed",160,14720,1,2183
"participant_external",155,14260,2,2183
"stimuli_outlier_fixed",155,14260,3,2183
"trial_outlier_fixed",155,14193,4,2183
"final",155,14193,5,2183
"participant_outlier_data",157,14444,1,2184
"participant_external",152,13984,2,2184
"stimuli_outlier_fixed",152,13984,3,2184
"trial_outlier_fixed",152,13919,4,2184
"final",152,13919,5,2184
"trial_external",160,14278,1,2185
"participant_external",155,13830,2,2185
"stimuli_outlier_fixed",155,13830,3,2185
"trial_outlier_fixed",155,13762,4,2185
"final",155,13762,5,2185
"trial_outlier_data",160,14333,1,2186
"participant_external",155,13885,2,2186
"stimuli_outlier_fixed",155,13885,3,2186
"trial_outlier_fixed",155,13822,4,2186
"final",155,13822,5,2186
"stimuli_external",160,14278,1,2187
"participant_external",155,13825,2,2187
"stimuli_outlier_fixed",155,13825,3,2187
"trial_outlier_fixed",155,13760,4,2187
"final",155,13760,5,2187
"stimuli_outlier_data",160,14720,1,2188
"participant_external",155,14260,2,2188
"stimuli_outlier_fixed",155,14260,3,2188
"trial_outlier_fixed",155,14192,4,2188
"final",155,14192,5,2188
"participant_external",155,14260,1,2189
"participant_outlier_fixed",155,14260,2,2189
"stimuli_outlier_fixed",155,14260,3,2189
"trial_outlier_fixed",155,14192,4,2189
"final",155,14192,5,2189
"participant_outlier_data",157,14444,1,2190
"participant_outlier_fixed",157,14444,2,2190
"stimuli_outlier_fixed",157,14444,3,2190
"trial_outlier_fixed",157,14379,4,2190
"final",157,14379,5,2190
"trial_external",160,14278,1,2191
"participant_outlier_fixed",160,14278,2,2191
"stimuli_outlier_fixed",160,14278,3,2191
"trial_outlier_fixed",160,14212,4,2191
"final",160,14212,5,2191
"trial_outlier_data",160,14333,1,2192
"participant_outlier_fixed",155,13967,2,2192
"stimuli_outlier_fixed",155,13967,3,2192
"trial_outlier_fixed",155,13899,4,2192
"final",155,13899,5,2192
"stimuli_external",160,14278,1,2193
"participant_outlier_fixed",160,14278,2,2193
"stimuli_outlier_fixed",160,14278,3,2193
"trial_outlier_fixed",160,14213,4,2193
"final",160,14213,5,2193
"stimuli_outlier_data",160,14720,1,2194
"participant_outlier_fixed",160,14720,2,2194
"stimuli_outlier_fixed",160,14720,3,2194
"trial_outlier_fixed",160,14652,4,2194
"final",160,14652,5,2194
"participant_external",155,14260,1,2195
"participant_outlier_data",152,13984,2,2195
"stimuli_outlier_fixed",152,13984,3,2195
"trial_outlier_fixed",152,13919,4,2195
"final",152,13919,5,2195
"participant_outlier_fixed",160,14720,1,2196
"participant_outlier_data",157,14444,2,2196
"stimuli_outlier_fixed",157,14444,3,2196
"trial_outlier_fixed",157,14379,4,2196
"final",157,14379,5,2196
"trial_external",160,14278,1,2197
"participant_outlier_data",157,14020,2,2197
"stimuli_outlier_fixed",157,14020,3,2197
"trial_outlier_fixed",157,13958,4,2197
"final",157,13958,5,2197
"trial_outlier_data",160,14333,1,2198
"participant_outlier_data",157,14087,2,2198
"stimuli_outlier_fixed",157,14087,3,2198
"trial_outlier_fixed",157,14022,4,2198
"final",157,14022,5,2198
"stimuli_external",160,14278,1,2199
"participant_outlier_data",158,14102,2,2199
"stimuli_outlier_fixed",158,14102,3,2199
"trial_outlier_fixed",158,14037,4,2199
"final",158,14037,5,2199
"stimuli_outlier_data",160,14720,1,2200
"participant_outlier_data",157,14444,2,2200
"stimuli_outlier_fixed",157,14444,3,2200
"trial_outlier_fixed",157,14379,4,2200
"final",157,14379,5,2200
"participant_external",155,14260,1,2201
"trial_external",155,13832,2,2201
"stimuli_outlier_fixed",155,13832,3,2201
"trial_outlier_fixed",155,13766,4,2201
"final",155,13766,5,2201
"participant_outlier_fixed",160,14720,1,2202
"trial_external",160,14278,2,2202
"stimuli_outlier_fixed",160,14278,3,2202
"trial_outlier_fixed",160,14213,4,2202
"final",160,14213,5,2202
"participant_outlier_data",157,14444,1,2203
"trial_external",157,14010,2,2203
"stimuli_outlier_fixed",157,14010,3,2203
"trial_outlier_fixed",157,13947,4,2203
"final",157,13947,5,2203
"trial_outlier_data",160,14333,1,2204
"trial_external",160,13903,2,2204
"stimuli_outlier_fixed",160,13903,3,2204
"trial_outlier_fixed",160,13837,4,2204
"final",160,13837,5,2204
"stimuli_external",160,14278,1,2205
"trial_external",160,13849,2,2205
"stimuli_outlier_fixed",160,13849,3,2205
"trial_outlier_fixed",160,13784,4,2205
"final",160,13784,5,2205
"stimuli_outlier_data",160,14720,1,2206
"trial_external",160,14278,2,2206
"stimuli_outlier_fixed",160,14278,3,2206
"trial_outlier_fixed",160,14211,4,2206
"final",160,14211,5,2206
"participant_external",155,14260,1,2207
"trial_outlier_data",155,13889,2,2207
"stimuli_outlier_fixed",155,13889,3,2207
"trial_outlier_fixed",155,13821,4,2207
"final",155,13821,5,2207
"participant_outlier_fixed",160,14720,1,2208
"trial_outlier_data",160,14333,2,2208
"stimuli_outlier_fixed",160,14333,3,2208
"trial_outlier_fixed",160,14265,4,2208
"final",160,14265,5,2208
"participant_outlier_data",157,14444,1,2209
"trial_outlier_data",157,14054,2,2209
"stimuli_outlier_fixed",157,14054,3,2209
"trial_outlier_fixed",157,13989,4,2209
"final",157,13989,5,2209
"trial_external",160,14278,1,2210
"trial_outlier_data",160,13910,2,2210
"stimuli_outlier_fixed",160,13910,3,2210
"trial_outlier_fixed",160,13846,4,2210
"final",160,13846,5,2210
"stimuli_external",160,14278,1,2211
"trial_outlier_data",160,13905,2,2211
"stimuli_outlier_fixed",160,13905,3,2211
"trial_outlier_fixed",160,13840,4,2211
"final",160,13840,5,2211
"stimuli_outlier_data",160,14720,1,2212
"trial_outlier_data",160,14333,2,2212
"stimuli_outlier_fixed",160,14333,3,2212
"trial_outlier_fixed",160,14265,4,2212
"final",160,14265,5,2212
"participant_external",155,14260,1,2213
"stimuli_external",155,13832,2,2213
"stimuli_outlier_fixed",155,13832,3,2213
"trial_outlier_fixed",155,13764,4,2213
"final",155,13764,5,2213
"participant_outlier_fixed",160,14720,1,2214
"stimuli_external",160,14278,2,2214
"stimuli_outlier_fixed",160,14278,3,2214
"trial_outlier_fixed",160,14210,4,2214
"final",160,14210,5,2214
"participant_outlier_data",157,14444,1,2215
"stimuli_external",157,14010,2,2215
"stimuli_outlier_fixed",157,14010,3,2215
"trial_outlier_fixed",157,13946,4,2215
"final",157,13946,5,2215
"trial_external",160,14278,1,2216
"stimuli_external",160,13849,2,2216
"stimuli_outlier_fixed",160,13849,3,2216
"trial_outlier_fixed",160,13789,4,2216
"final",160,13789,5,2216
"trial_outlier_data",160,14333,1,2217
"stimuli_external",160,13903,2,2217
"stimuli_outlier_fixed",160,13903,3,2217
"trial_outlier_fixed",160,13836,4,2217
"final",160,13836,5,2217
"stimuli_outlier_data",160,14720,1,2218
"stimuli_external",160,14278,2,2218
"stimuli_outlier_fixed",160,14278,3,2218
"trial_outlier_fixed",160,14213,4,2218
"final",160,14213,5,2218
"participant_external",155,14260,1,2219
"stimuli_outlier_data",155,14260,2,2219
"stimuli_outlier_fixed",155,14260,3,2219
"trial_outlier_fixed",155,14192,4,2219
"final",155,14192,5,2219
"participant_outlier_fixed",160,14720,1,2220
"stimuli_outlier_data",160,14720,2,2220
"stimuli_outlier_fixed",160,14720,3,2220
"trial_outlier_fixed",160,14652,4,2220
"final",160,14652,5,2220
"participant_outlier_data",157,14444,1,2221
"stimuli_outlier_data",157,14444,2,2221
"stimuli_outlier_fixed",157,14444,3,2221
"trial_outlier_fixed",157,14379,4,2221
"final",157,14379,5,2221
"trial_external",160,14278,1,2222
"stimuli_outlier_data",160,14278,2,2222
"stimuli_outlier_fixed",160,14278,3,2222
"trial_outlier_fixed",160,14212,4,2222
"final",160,14212,5,2222
"trial_outlier_data",160,14333,1,2223
"stimuli_outlier_data",160,14333,2,2223
"stimuli_outlier_fixed",160,14333,3,2223
"trial_outlier_fixed",160,14265,4,2223
"final",160,14265,5,2223
"stimuli_external",160,14278,1,2224
"stimuli_outlier_data",160,14278,2,2224
"stimuli_outlier_fixed",160,14278,3,2224
"trial_outlier_fixed",160,14211,4,2224
"final",160,14211,5,2224
"participant_outlier_fixed",160,14720,1,2225
"participant_external",155,14260,2,2225
"stimuli_outlier_data",155,14260,3,2225
"trial_outlier_fixed",155,14192,4,2225
"final",155,14192,5,2225
"participant_outlier_data",157,14444,1,2226
"participant_external",152,13984,2,2226
"stimuli_outlier_data",152,13984,3,2226
"trial_outlier_fixed",152,13919,4,2226
"final",152,13919,5,2226
"trial_external",160,14278,1,2227
"participant_external",155,13836,2,2227
"stimuli_outlier_data",155,13836,3,2227
"trial_outlier_fixed",155,13780,4,2227
"final",155,13780,5,2227
"trial_outlier_data",160,14333,1,2228
"participant_external",155,13890,2,2228
"stimuli_outlier_data",155,13890,3,2228
"trial_outlier_fixed",155,13835,4,2228
"final",155,13835,5,2228
"stimuli_external",160,14278,1,2229
"participant_external",155,13828,2,2229
"stimuli_outlier_data",155,13828,3,2229
"trial_outlier_fixed",155,13765,4,2229
"final",155,13765,5,2229
"stimuli_outlier_fixed",160,14720,1,2230
"participant_external",155,14260,2,2230
"stimuli_outlier_data",155,14260,3,2230
"trial_outlier_fixed",155,14192,4,2230
"final",155,14192,5,2230
"participant_external",155,14260,1,2231
"participant_outlier_fixed",155,14260,2,2231
"stimuli_outlier_data",155,14260,3,2231
"trial_outlier_fixed",155,14192,4,2231
"final",155,14192,5,2231
"participant_outlier_data",157,14444,1,2232
"participant_outlier_fixed",157,14444,2,2232
"stimuli_outlier_data",157,14444,3,2232
"trial_outlier_fixed",157,14379,4,2232
"final",157,14379,5,2232
"trial_external",160,14278,1,2233
"participant_outlier_fixed",160,14278,2,2233
"stimuli_outlier_data",160,14278,3,2233
"trial_outlier_fixed",160,14215,4,2233
"final",160,14215,5,2233
"trial_outlier_data",160,14333,1,2234
"participant_outlier_fixed",155,13967,2,2234
"stimuli_outlier_data",155,13967,3,2234
"trial_outlier_fixed",155,13899,4,2234
"final",155,13899,5,2234
"stimuli_external",160,14278,1,2235
"participant_outlier_fixed",160,14278,2,2235
"stimuli_outlier_data",160,14278,3,2235
"trial_outlier_fixed",160,14214,4,2235
"final",160,14214,5,2235
"stimuli_outlier_fixed",160,14720,1,2236
"participant_outlier_fixed",160,14720,2,2236
"stimuli_outlier_data",160,14720,3,2236
"trial_outlier_fixed",160,14652,4,2236
"final",160,14652,5,2236
"participant_external",155,14260,1,2237
"participant_outlier_data",153,14076,2,2237
