"exclusion","num_people","num_trials","order","row_number"
"final",160,13849,4,520
"trial_outlier_fixed",160,14652,1,521
"stimuli_external",160,14212,2,521
"stimuli_outlier_fixed",160,14212,3,521
"final",160,14212,4,521
"trial_outlier_data",160,14333,1,522
"stimuli_external",160,13903,2,522
"stimuli_outlier_fixed",160,13903,3,522
"final",160,13903,4,522
"stimuli_outlier_data",160,14720,1,523
"stimuli_external",160,14278,2,523
"stimuli_outlier_fixed",160,14278,3,523
"final",160,14278,4,523
"participant_external",155,14260,1,524
"stimuli_outlier_data",155,14260,2,524
"stimuli_outlier_fixed",155,14260,3,524
"final",155,14260,4,524
"participant_outlier_fixed",160,14720,1,525
"stimuli_outlier_data",160,14720,2,525
"stimuli_outlier_fixed",160,14720,3,525
"final",160,14720,4,525
"participant_outlier_data",157,14444,1,526
"stimuli_outlier_data",157,14444,2,526
"stimuli_outlier_fixed",157,14444,3,526
"final",157,14444,4,526
"trial_external",160,14278,1,527
"stimuli_outlier_data",160,14278,2,527
"stimuli_outlier_fixed",160,14278,3,527
"final",160,14278,4,527
"trial_outlier_fixed",160,14652,1,528
"stimuli_outlier_data",160,14652,2,528
"stimuli_outlier_fixed",160,14652,3,528
"final",160,14652,4,528
"trial_outlier_data",160,14333,1,529
"stimuli_outlier_data",160,14333,2,529
"stimuli_outlier_fixed",160,14333,3,529
"final",160,14333,4,529
"stimuli_external",160,14278,1,530
"stimuli_outlier_data",160,14278,2,530
"stimuli_outlier_fixed",160,14278,3,530
"final",160,14278,4,530
"participant_outlier_fixed",160,14720,1,531
"participant_external",155,14260,2,531
"stimuli_outlier_data",155,14260,3,531
"final",155,14260,4,531
"participant_outlier_data",157,14444,1,532
"participant_external",152,13984,2,532
"stimuli_outlier_data",152,13984,3,532
"final",152,13984,4,532
"trial_external",160,14278,1,533
"participant_external",155,13837,2,533
"stimuli_outlier_data",155,13837,3,533
"final",155,13837,4,533
"trial_outlier_fixed",160,14652,1,534
"participant_external",155,14192,2,534
"stimuli_outlier_data",155,14192,3,534
"final",155,14192,4,534
"trial_outlier_data",160,14333,1,535
"participant_external",155,13883,2,535
"stimuli_outlier_data",155,13883,3,535
"final",155,13883,4,535
"stimuli_external",160,14278,1,536
"participant_external",155,13832,2,536
"stimuli_outlier_data",155,13832,3,536
"final",155,13832,4,536
"stimuli_outlier_fixed",160,14720,1,537
"participant_external",155,14260,2,537
"stimuli_outlier_data",155,14260,3,537
"final",155,14260,4,537
"participant_external",155,14260,1,538
"participant_outlier_fixed",155,14260,2,538
"stimuli_outlier_data",155,14260,3,538
"final",155,14260,4,538
"participant_outlier_data",157,14444,1,539
"participant_outlier_fixed",157,14444,2,539
"stimuli_outlier_data",157,14444,3,539
"final",157,14444,4,539
"trial_external",160,14278,1,540
"participant_outlier_fixed",160,14278,2,540
"stimuli_outlier_data",160,14278,3,540
"final",160,14278,4,540
"trial_outlier_fixed",160,14652,1,541
"participant_outlier_fixed",159,14573,2,541
"stimuli_outlier_data",159,14573,3,541
"final",159,14573,4,541
"trial_outlier_data",160,14333,1,542
"participant_outlier_fixed",155,13967,2,542
"stimuli_outlier_data",155,13967,3,542
"final",155,13967,4,542
"stimuli_external",160,14278,1,543
"participant_outlier_fixed",160,14278,2,543
"stimuli_outlier_data",160,14278,3,543
"final",160,14278,4,543
"stimuli_outlier_fixed",160,14720,1,544
"participant_outlier_fixed",160,14720,2,544
"stimuli_outlier_data",160,14720,3,544
"final",160,14720,4,544
"participant_external",155,14260,1,545
"participant_outlier_data",153,14076,2,545
"stimuli_outlier_data",153,14076,3,545
"final",153,14076,4,545
"participant_outlier_fixed",160,14720,1,546
"participant_outlier_data",157,14444,2,546
"stimuli_outlier_data",157,14444,3,546
"final",157,14444,4,546
"trial_external",160,14278,1,547
"participant_outlier_data",157,14015,2,547
"stimuli_outlier_data",157,14015,3,547
"final",157,14015,4,547
"trial_outlier_fixed",160,14652,1,548
"participant_outlier_data",157,14379,2,548
"stimuli_outlier_data",157,14379,3,548
"final",157,14379,4,548
"trial_outlier_data",160,14333,1,549
"participant_outlier_data",157,14087,2,549
"stimuli_outlier_data",157,14087,3,549
"final",157,14087,4,549
"stimuli_external",160,14278,1,550
"participant_outlier_data",158,14097,2,550
"stimuli_outlier_data",158,14097,3,550
"final",158,14097,4,550
"stimuli_outlier_fixed",160,14720,1,551
"participant_outlier_data",157,14444,2,551
"stimuli_outlier_data",157,14444,3,551
"final",157,14444,4,551
"participant_external",155,14260,1,552
"trial_external",155,13832,2,552
"stimuli_outlier_data",155,13832,3,552
"final",155,13832,4,552
"participant_outlier_fixed",160,14720,1,553
"trial_external",160,14278,2,553
"stimuli_outlier_data",160,14278,3,553
"final",160,14278,4,553
"participant_outlier_data",157,14444,1,554
"trial_external",157,14010,2,554
"stimuli_outlier_data",157,14010,3,554
"final",157,14010,4,554
"trial_outlier_fixed",160,14652,1,555
"trial_external",160,14212,2,555
"stimuli_outlier_data",160,14212,3,555
"final",160,14212,4,555
"trial_outlier_data",160,14333,1,556
"trial_external",160,13903,2,556
"stimuli_outlier_data",160,13903,3,556
"final",160,13903,4,556
"stimuli_external",160,14278,1,557
"trial_external",160,13849,2,557
"stimuli_outlier_data",160,13849,3,557
"final",160,13849,4,557
"stimuli_outlier_fixed",160,14720,1,558
"trial_external",160,14278,2,558
"stimuli_outlier_data",160,14278,3,558
"final",160,14278,4,558
"participant_external",155,14260,1,559
"trial_outlier_fixed",155,14192,2,559
"stimuli_outlier_data",155,14192,3,559
"final",155,14192,4,559
"participant_outlier_fixed",160,14720,1,560
"trial_outlier_fixed",160,14652,2,560
"stimuli_outlier_data",160,14652,3,560
"final",160,14652,4,560
"participant_outlier_data",157,14444,1,561
"trial_outlier_fixed",157,14379,2,561
"stimuli_outlier_data",157,14379,3,561
"final",157,14379,4,561
"trial_external",160,14278,1,562
"trial_outlier_fixed",160,14210,2,562
"stimuli_outlier_data",160,14210,3,562
"final",160,14210,4,562
"trial_outlier_data",160,14333,1,563
"trial_outlier_fixed",160,14265,2,563
"stimuli_outlier_data",160,14265,3,563
"final",160,14265,4,563
"stimuli_external",160,14278,1,564
"trial_outlier_fixed",160,14210,2,564
"stimuli_outlier_data",160,14210,3,564
"final",160,14210,4,564
"stimuli_outlier_fixed",160,14720,1,565
"trial_outlier_fixed",160,14652,2,565
"stimuli_outlier_data",160,14652,3,565
"final",160,14652,4,565
"participant_external",155,14260,1,566
"trial_outlier_data",155,13876,2,566
"stimuli_outlier_data",155,13876,3,566
"final",155,13876,4,566
"participant_outlier_fixed",160,14720,1,567
"trial_outlier_data",160,14333,2,567
"stimuli_outlier_data",160,14333,3,567
"final",160,14333,4,567
"participant_outlier_data",157,14444,1,568
"trial_outlier_data",157,14054,2,568
"stimuli_outlier_data",157,14054,3,568
"final",157,14054,4,568
"trial_external",160,14278,1,569
"trial_outlier_data",160,13904,2,569
"stimuli_outlier_data",160,13904,3,569
"final",160,13904,4,569
"trial_outlier_fixed",160,14652,1,570
"trial_outlier_data",160,14265,2,570
"stimuli_outlier_data",160,14265,3,570
"final",160,14265,4,570
"stimuli_external",160,14278,1,571
"trial_outlier_data",160,13906,2,571
"stimuli_outlier_data",160,13906,3,571
"final",160,13906,4,571
"stimuli_outlier_fixed",160,14720,1,572
"trial_outlier_data",160,14333,2,572
"stimuli_outlier_data",160,14333,3,572
"final",160,14333,4,572
"participant_external",155,14260,1,573
"stimuli_external",155,13832,2,573
"stimuli_outlier_data",155,13832,3,573
"final",155,13832,4,573
"participant_outlier_fixed",160,14720,1,574
"stimuli_external",160,14278,2,574
"stimuli_outlier_data",160,14278,3,574
"final",160,14278,4,574
"participant_outlier_data",157,14444,1,575
"stimuli_external",157,14010,2,575
"stimuli_outlier_data",157,14010,3,575
"final",157,14010,4,575
"trial_external",160,14278,1,576
"stimuli_external",160,13849,2,576
"stimuli_outlier_data",160,13849,3,576
"final",160,13849,4,576
"trial_outlier_fixed",160,14652,1,577
"stimuli_external",160,14212,2,577
"stimuli_outlier_data",160,14212,3,577
"final",160,14212,4,577
"trial_outlier_data",160,14333,1,578
"stimuli_external",160,13903,2,578
"stimuli_outlier_data",160,13903,3,578
"final",160,13903,4,578
"stimuli_outlier_fixed",160,14720,1,579
"stimuli_external",160,14278,2,579
"stimuli_outlier_data",160,14278,3,579
"final",160,14278,4,579
"participant_external",155,14260,1,580
"stimuli_outlier_fixed",155,14260,2,580
"stimuli_outlier_data",155,14260,3,580
"final",155,14260,4,580
"participant_outlier_fixed",160,14720,1,581
"stimuli_outlier_fixed",160,14720,2,581
"stimuli_outlier_data",160,14720,3,581
"final",160,14720,4,581
"participant_outlier_data",157,14444,1,582
"stimuli_outlier_fixed",157,14444,2,582
"stimuli_outlier_data",157,14444,3,582
"final",157,14444,4,582
"trial_external",160,14278,1,583
"stimuli_outlier_fixed",160,14278,2,583
"stimuli_outlier_data",160,14278,3,583
"final",160,14278,4,583
"trial_outlier_fixed",160,14652,1,584
"stimuli_outlier_fixed",160,14652,2,584
"stimuli_outlier_data",160,14652,3,584
"final",160,14652,4,584
"trial_outlier_data",160,14333,1,585
"stimuli_outlier_fixed",160,14333,2,585
"stimuli_outlier_data",160,14333,3,585
"final",160,14333,4,585
"stimuli_external",160,14278,1,586
"stimuli_outlier_fixed",160,14278,2,586
"stimuli_outlier_data",160,14278,3,586
"final",160,14278,4,586
"trial_external",160,14278,1,587
"participant_outlier_data",158,14102,2,587
"participant_outlier_fixed",158,14102,3,587
"participant_external",153,13649,4,587
"final",153,13649,5,587
"trial_outlier_fixed",160,14652,1,588
"participant_outlier_data",157,14379,2,588
"participant_outlier_fixed",156,14300,3,588
"participant_external",151,13840,4,588
"final",151,13840,5,588
"trial_outlier_data",160,14333,1,589
"participant_outlier_data",157,14087,2,589
"participant_outlier_fixed",153,13789,3,589
"participant_external",148,13335,4,589
"final",148,13335,5,589
"stimuli_external",160,14278,1,590
"participant_outlier_data",157,14014,2,590
"participant_outlier_fixed",157,14014,3,590
"participant_external",152,13565,4,590
"final",152,13565,5,590
"stimuli_outlier_fixed",160,14720,1,591
"participant_outlier_data",157,14444,2,591
"participant_outlier_fixed",157,14444,3,591
"participant_external",152,13984,4,591
"final",152,13984,5,591
"stimuli_outlier_data",160,14720,1,592
"participant_outlier_data",157,14444,2,592
"participant_outlier_fixed",157,14444,3,592
"participant_external",152,13984,4,592
"final",152,13984,5,592
"participant_outlier_data",157,14444,1,593
"trial_external",157,14010,2,593
"participant_outlier_fixed",157,14010,3,593
"participant_external",152,13568,4,593
"final",152,13568,5,593
"trial_outlier_fixed",160,14652,1,594
"trial_external",160,14212,2,594
"participant_outlier_fixed",159,14133,3,594
"participant_external",154,13683,4,594
"final",154,13683,5,594
"trial_outlier_data",160,14333,1,595
"trial_external",160,13903,2,595
"participant_outlier_fixed",149,13080,3,595
"participant_external",144,12635,4,595
"final",144,12635,5,595
"stimuli_external",160,14278,1,596
"trial_external",160,13849,2,596
"participant_outlier_fixed",160,13849,3,596
"participant_external",155,13419,4,596
"final",155,13419,5,596
"stimuli_outlier_fixed",160,14720,1,597
"trial_external",160,14278,2,597
"participant_outlier_fixed",160,14278,3,597
"participant_external",155,13836,4,597
"final",155,13836,5,597
"stimuli_outlier_data",160,14720,1,598
"trial_external",160,14278,2,598
"participant_outlier_fixed",160,14278,3,598
"participant_external",155,13839,4,598
"final",155,13839,5,598
"participant_outlier_data",157,14444,1,599
"trial_outlier_fixed",157,14379,2,599
"participant_outlier_fixed",156,14300,3,599
"participant_external",151,13842,4,599
"final",151,13842,5,599
"trial_external",160,14278,1,600
"trial_outlier_fixed",160,14214,2,600
"participant_outlier_fixed",158,14058,3,600
"participant_external",153,13607,4,600
"final",153,13607,5,600
"trial_outlier_data",160,14333,1,601
"trial_outlier_fixed",160,14265,2,601
"participant_outlier_fixed",154,13820,3,601
"participant_external",149,13376,4,601
"final",149,13376,5,601
"stimuli_external",160,14278,1,602
"trial_outlier_fixed",160,14211,2,602
"participant_outlier_fixed",158,14056,3,602
"participant_external",153,13611,4,602
"final",153,13611,5,602
"stimuli_outlier_fixed",160,14720,1,603
"trial_outlier_fixed",160,14652,2,603
"participant_outlier_fixed",159,14573,3,603
"participant_external",154,14114,4,603
"final",154,14114,5,603
"stimuli_outlier_data",160,14720,1,604
"trial_outlier_fixed",160,14652,2,604
"participant_outlier_fixed",159,14573,3,604
"participant_external",154,14114,4,604
"final",154,14114,5,604
"participant_outlier_data",157,14444,1,605
"trial_outlier_data",157,14054,2,605
"participant_outlier_fixed",153,13762,3,605
"participant_external",148,13312,4,605
"final",148,13312,5,605
"trial_external",160,14278,1,606
"trial_outlier_data",160,13901,2,606
"participant_outlier_fixed",150,13155,3,606
"participant_external",145,12728,4,606
"final",145,12728,5,606
"trial_outlier_fixed",160,14652,1,607
"trial_outlier_data",160,14265,2,607
"participant_outlier_fixed",154,13820,3,607
"participant_external",149,13376,4,607
"final",149,13376,5,607
"stimuli_external",160,14278,1,608
"trial_outlier_data",160,13898,2,608
"participant_outlier_fixed",151,13231,3,608
"participant_external",146,12798,4,608
"final",146,12798,5,608
"stimuli_outlier_fixed",160,14720,1,609
"trial_outlier_data",160,14333,2,609
"participant_outlier_fixed",155,13967,3,609
"participant_external",150,13513,4,609
"final",150,13513,5,609
"stimuli_outlier_data",160,14720,1,610
"trial_outlier_data",160,14333,2,610
"participant_outlier_fixed",155,13967,3,610
"participant_external",150,13513,4,610
"final",150,13513,5,610
"participant_outlier_data",157,14444,1,611
"stimuli_external",157,14010,2,611
"participant_outlier_fixed",157,14010,3,611
"participant_external",152,13564,4,611
"final",152,13564,5,611
"trial_external",160,14278,1,612
"stimuli_external",160,13849,2,612
"participant_outlier_fixed",160,13849,3,612
"participant_external",155,13418,4,612
"final",155,13418,5,612
"trial_outlier_fixed",160,14652,1,613
"stimuli_external",160,14212,2,613
"participant_outlier_fixed",159,14137,3,613
"participant_external",154,13695,4,613
"final",154,13695,5,613
"trial_outlier_data",160,14333,1,614
"stimuli_external",160,13903,2,614
"participant_outlier_fixed",151,13233,3,614
"participant_external",146,12793,4,614
"final",146,12793,5,614
"stimuli_outlier_fixed",160,14720,1,615
"stimuli_external",160,14278,2,615
"participant_outlier_fixed",160,14278,3,615
"participant_external",155,13835,4,615
"final",155,13835,5,615
"stimuli_outlier_data",160,14720,1,616
"stimuli_external",160,14278,2,616
"participant_outlier_fixed",160,14278,3,616
"participant_external",155,13829,4,616
"final",155,13829,5,616
"participant_outlier_data",157,14444,1,617
"stimuli_outlier_fixed",157,14444,2,617
"participant_outlier_fixed",157,14444,3,617
"participant_external",152,13984,4,617
"final",152,13984,5,617
"trial_external",160,14278,1,618
"stimuli_outlier_fixed",160,14278,2,618
"participant_outlier_fixed",160,14278,3,618
"participant_external",155,13835,4,618
"final",155,13835,5,618
"trial_outlier_fixed",160,14652,1,619
"stimuli_outlier_fixed",160,14652,2,619
"participant_outlier_fixed",159,14573,3,619
"participant_external",154,14114,4,619
"final",154,14114,5,619
"trial_outlier_data",160,14333,1,620
"stimuli_outlier_fixed",160,14333,2,620
"participant_outlier_fixed",155,13967,3,620
"participant_external",150,13527,4,620
"final",150,13527,5,620
"stimuli_external",160,14278,1,621
"stimuli_outlier_fixed",160,14278,2,621
"participant_outlier_fixed",160,14278,3,621
"participant_external",155,13836,4,621
"final",155,13836,5,621
"stimuli_outlier_data",160,14720,1,622
"stimuli_outlier_fixed",160,14720,2,622
"participant_outlier_fixed",160,14720,3,622
"participant_external",155,14260,4,622
"final",155,14260,5,622
"participant_outlier_data",157,14444,1,623
"stimuli_outlier_data",157,14444,2,623
"participant_outlier_fixed",157,14444,3,623
"participant_external",152,13984,4,623
"final",152,13984,5,623
"trial_external",160,14278,1,624
"stimuli_outlier_data",160,14278,2,624
"participant_outlier_fixed",160,14278,3,624
"participant_external",155,13835,4,624
"final",155,13835,5,624
"trial_outlier_fixed",160,14652,1,625
"stimuli_outlier_data",160,14652,2,625
"participant_outlier_fixed",159,14573,3,625
"participant_external",154,14113,4,625
"final",154,14113,5,625
"trial_outlier_data",160,14333,1,626
"stimuli_outlier_data",160,14333,2,626
"participant_outlier_fixed",155,13967,3,626
"participant_external",150,13529,4,626
"final",150,13529,5,626
"stimuli_external",160,14278,1,627
"stimuli_outlier_data",160,14278,2,627
"participant_outlier_fixed",160,14278,3,627
"participant_external",155,13833,4,627
"final",155,13833,5,627
"stimuli_outlier_fixed",160,14720,1,628
"stimuli_outlier_data",160,14720,2,628
"participant_outlier_fixed",160,14720,3,628
"participant_external",155,14260,4,628
"final",155,14260,5,628
"trial_external",160,14278,1,629
"participant_outlier_fixed",160,14278,2,629
"participant_outlier_data",157,14012,3,629
"participant_external",152,13567,4,629
"final",152,13567,5,629
"trial_outlier_fixed",160,14652,1,630
"participant_outlier_fixed",159,14573,2,630
"participant_outlier_data",156,14300,3,630
"participant_external",151,13840,4,630
"final",151,13840,5,630
"trial_outlier_data",160,14333,1,631
"participant_outlier_fixed",155,13967,2,631
"participant_outlier_data",153,13789,3,631
"participant_external",148,13338,4,631
"final",148,13338,5,631
"stimuli_external",160,14278,1,632
"participant_outlier_fixed",160,14278,2,632
"participant_outlier_data",157,14007,3,632
"participant_external",152,13561,4,632
"final",152,13561,5,632
"stimuli_outlier_fixed",160,14720,1,633
"participant_outlier_fixed",160,14720,2,633
"participant_outlier_data",157,14444,3,633
"participant_external",152,13984,4,633
"final",152,13984,5,633
"stimuli_outlier_data",160,14720,1,634
"participant_outlier_fixed",160,14720,2,634
"participant_outlier_data",157,14444,3,634
"participant_external",152,13984,4,634
"final",152,13984,5,634
"participant_outlier_fixed",160,14720,1,635
"trial_external",160,14278,2,635
"participant_outlier_data",157,14008,3,635
"participant_external",152,13563,4,635
"final",152,13563,5,635
"trial_outlier_fixed",160,14652,1,636
"trial_external",160,14212,2,636
"participant_outlier_data",156,13864,3,636
"participant_external",151,13422,4,636
"final",151,13422,5,636
"trial_outlier_data",160,14333,1,637
"trial_external",160,13903,2,637
"participant_outlier_data",156,13577,3,637
"participant_external",151,13138,4,637
"final",151,13138,5,637
"stimuli_external",160,14278,1,638
"trial_external",160,13849,2,638
"participant_outlier_data",156,13510,3,638
"participant_external",151,13085,4,638
"final",151,13085,5,638
"stimuli_outlier_fixed",160,14720,1,639
"trial_external",160,14278,2,639
"participant_outlier_data",157,14012,3,639
"participant_external",152,13568,4,639
"final",152,13568,5,639
"stimuli_outlier_data",160,14720,1,640
"trial_external",160,14278,2,640
"participant_outlier_data",157,14012,3,640
"participant_external",152,13564,4,640
"final",152,13564,5,640
"participant_outlier_fixed",160,14720,1,641
"trial_outlier_fixed",160,14652,2,641
"participant_outlier_data",157,14379,3,641
"participant_external",152,13919,4,641
"final",152,13919,5,641
"trial_external",160,14278,1,642
"trial_outlier_fixed",160,14211,2,642
"participant_outlier_data",158,14036,3,642
"participant_external",153,13588,4,642
"final",153,13588,5,642
"trial_outlier_data",160,14333,1,643
"trial_outlier_fixed",160,14265,2,643
"participant_outlier_data",157,14022,3,643
"participant_external",152,13575,4,643
"final",152,13575,5,643
"stimuli_external",160,14278,1,644
"trial_outlier_fixed",160,14210,2,644
"participant_outlier_data",157,13950,3,644
"participant_external",152,13518,4,644
"final",152,13518,5,644
"stimuli_outlier_fixed",160,14720,1,645
"trial_outlier_fixed",160,14652,2,645
"participant_outlier_data",157,14379,3,645
"participant_external",152,13919,4,645
"final",152,13919,5,645
"stimuli_outlier_data",160,14720,1,646
"trial_outlier_fixed",160,14652,2,646
"participant_outlier_data",157,14379,3,646
"participant_external",152,13920,4,646
"final",152,13920,5,646
"participant_outlier_fixed",160,14720,1,647
"trial_outlier_data",160,14333,2,647
"participant_outlier_data",157,14087,3,647
"participant_external",152,13630,4,647
"final",152,13630,5,647
"trial_external",160,14278,1,648
"trial_outlier_data",160,13908,2,648
"participant_outlier_data",158,13753,3,648
"participant_external",153,13313,4,648
"final",153,13313,5,648
"trial_outlier_fixed",160,14652,1,649
"trial_outlier_data",160,14265,2,649
"participant_outlier_data",157,14022,3,649
"participant_external",152,13571,4,649
"final",152,13571,5,649
"stimuli_external",160,14278,1,650
"trial_outlier_data",160,13905,2,650
"participant_outlier_data",157,13662,3,650
"participant_external",152,13227,4,650
"final",152,13227,5,650
"stimuli_outlier_fixed",160,14720,1,651
"trial_outlier_data",160,14333,2,651
"participant_outlier_data",157,14087,3,651
"participant_external",152,13640,4,651
"final",152,13640,5,651
"stimuli_outlier_data",160,14720,1,652
"trial_outlier_data",160,14333,2,652
"participant_outlier_data",157,14087,3,652
"participant_external",152,13651,4,652
"final",152,13651,5,652
"participant_outlier_fixed",160,14720,1,653
"stimuli_external",160,14278,2,653
"participant_outlier_data",157,14016,3,653
"participant_external",152,13573,4,653
"final",152,13573,5,653
"trial_external",160,14278,1,654
"stimuli_external",160,13849,2,654
"participant_outlier_data",156,13504,3,654
"participant_external",151,13073,4,654
"final",151,13073,5,654
"trial_outlier_fixed",160,14652,1,655
"stimuli_external",160,14212,2,655
"participant_outlier_data",158,14034,3,655
"participant_external",153,13585,4,655
"final",153,13585,5,655
"trial_outlier_data",160,14333,1,656
"stimuli_external",160,13903,2,656
"participant_outlier_data",157,13666,3,656
"participant_external",152,13229,4,656
"final",152,13229,5,656
"stimuli_outlier_fixed",160,14720,1,657
"stimuli_external",160,14278,2,657
"participant_outlier_data",157,14009,3,657
"participant_external",152,13564,4,657
"final",152,13564,5,657
"stimuli_outlier_data",160,14720,1,658
"stimuli_external",160,14278,2,658
"participant_outlier_data",158,14097,3,658
"participant_external",153,13650,4,658
"final",153,13650,5,658
"participant_outlier_fixed",160,14720,1,659
"stimuli_outlier_fixed",160,14720,2,659
"participant_outlier_data",157,14444,3,659
"participant_external",152,13984,4,659
"final",152,13984,5,659
"trial_external",160,14278,1,660
"stimuli_outlier_fixed",160,14278,2,660
"participant_outlier_data",157,14010,3,660
"participant_external",152,13561,4,660
"final",152,13561,5,660
"trial_outlier_fixed",160,14652,1,661
"stimuli_outlier_fixed",160,14652,2,661
"participant_outlier_data",157,14379,3,661
"participant_external",152,13921,4,661
"final",152,13921,5,661
"trial_outlier_data",160,14333,1,662
"stimuli_outlier_fixed",160,14333,2,662
"participant_outlier_data",157,14087,3,662
"participant_external",152,13630,4,662
"final",152,13630,5,662
"stimuli_external",160,14278,1,663
"stimuli_outlier_fixed",160,14278,2,663
"participant_outlier_data",158,14106,3,663
"participant_external",153,13660,4,663
"final",153,13660,5,663
"stimuli_outlier_data",160,14720,1,664
"stimuli_outlier_fixed",160,14720,2,664
"participant_outlier_data",157,14444,3,664
"participant_external",152,13984,4,664
"final",152,13984,5,664
"participant_outlier_fixed",160,14720,1,665
"stimuli_outlier_data",160,14720,2,665
"participant_outlier_data",157,14444,3,665
"participant_external",152,13984,4,665
"final",152,13984,5,665
"trial_external",160,14278,1,666
"stimuli_outlier_data",160,14278,2,666
"participant_outlier_data",157,14009,3,666
"participant_external",152,13565,4,666
"final",152,13565,5,666
"trial_outlier_fixed",160,14652,1,667
"stimuli_outlier_data",160,14652,2,667
"participant_outlier_data",157,14379,3,667
"participant_external",152,13919,4,667
"final",152,13919,5,667
"trial_outlier_data",160,14333,1,668
"stimuli_outlier_data",160,14333,2,668
"participant_outlier_data",157,14087,3,668
"participant_external",152,13636,4,668
"final",152,13636,5,668
"stimuli_external",160,14278,1,669
"stimuli_outlier_data",160,14278,2,669
"participant_outlier_data",158,14101,3,669
"participant_external",153,13658,4,669
"final",153,13658,5,669
"stimuli_outlier_fixed",160,14720,1,670
"stimuli_outlier_data",160,14720,2,670
"participant_outlier_data",157,14444,3,670
"participant_external",152,13984,4,670
"final",152,13984,5,670
"participant_outlier_data",157,14444,1,671
"participant_outlier_fixed",157,14444,2,671
"trial_external",157,14010,3,671
"participant_external",152,13565,4,671
"final",152,13565,5,671
"trial_outlier_fixed",160,14652,1,672
"participant_outlier_fixed",159,14573,2,672
"trial_external",159,14135,3,672
"participant_external",154,13686,4,672
"final",154,13686,5,672
"trial_outlier_data",160,14333,1,673
"participant_outlier_fixed",155,13967,2,673
"trial_external",155,13547,3,673
"participant_external",150,13102,4,673
"final",150,13102,5,673
"stimuli_external",160,14278,1,674
"participant_outlier_fixed",160,14278,2,674
"trial_external",160,13849,3,674
"participant_external",155,13414,4,674
"final",155,13414,5,674
"stimuli_outlier_fixed",160,14720,1,675
"participant_outlier_fixed",160,14720,2,675
"trial_external",160,14278,3,675
"participant_external",155,13831,4,675
"final",155,13831,5,675
"stimuli_outlier_data",160,14720,1,676
"participant_outlier_fixed",160,14720,2,676
"trial_external",160,14278,3,676
"participant_external",155,13828,4,676
"final",155,13828,5,676
"participant_outlier_fixed",160,14720,1,677
"participant_outlier_data",157,14444,2,677
"trial_external",157,14010,3,677
"participant_external",152,13562,4,677
"final",152,13562,5,677
"trial_outlier_fixed",160,14652,1,678
"participant_outlier_data",157,14379,2,678
"trial_external",157,13947,3,678
"participant_external",152,13500,4,678
"final",152,13500,5,678
"trial_outlier_data",160,14333,1,679
"participant_outlier_data",157,14087,2,679
"trial_external",157,13664,3,679
"participant_external",152,13219,4,679
"final",152,13219,5,679
"stimuli_external",160,14278,1,680
"participant_outlier_data",158,14100,2,680
"trial_external",158,13677,3,680
"participant_external",153,13253,4,680
"final",153,13253,5,680
"stimuli_outlier_fixed",160,14720,1,681
"participant_outlier_data",157,14444,2,681
"trial_external",157,14010,3,681
"participant_external",152,13566,4,681
"final",152,13566,5,681
"stimuli_outlier_data",160,14720,1,682
"participant_outlier_data",157,14444,2,682
"trial_external",157,14010,3,682
"participant_external",152,13569,4,682
"final",152,13569,5,682
"participant_outlier_fixed",160,14720,1,683
"trial_outlier_fixed",160,14652,2,683
"trial_external",160,14212,3,683
"participant_external",155,13769,4,683
"final",155,13769,5,683
"participant_outlier_data",157,14444,1,684
"trial_outlier_fixed",157,14379,2,684
"trial_external",157,13947,3,684
"participant_external",152,13499,4,684
"final",152,13499,5,684
"trial_outlier_data",160,14333,1,685
"trial_outlier_fixed",160,14265,2,685
"trial_external",160,13837,3,685
"participant_external",155,13390,4,685
"final",155,13390,5,685
"stimuli_external",160,14278,1,686
"trial_outlier_fixed",160,14212,2,686
"trial_external",160,13785,3,686
"participant_external",155,13356,4,686
"final",155,13356,5,686
"stimuli_outlier_fixed",160,14720,1,687
"trial_outlier_fixed",160,14652,2,687
"trial_external",160,14212,3,687
"participant_external",155,13768,4,687
"final",155,13768,5,687
"stimuli_outlier_data",160,14720,1,688
"trial_outlier_fixed",160,14652,2,688
"trial_external",160,14212,3,688
"participant_external",155,13767,4,688
"final",155,13767,5,688
"participant_outlier_fixed",160,14720,1,689
"trial_outlier_data",160,14333,2,689
"trial_external",160,13903,3,689
"participant_external",155,13466,4,689
"final",155,13466,5,689
"participant_outlier_data",157,14444,1,690
"trial_outlier_data",157,14054,2,690
"trial_external",157,13632,3,690
"participant_external",152,13196,4,690
"final",152,13196,5,690
"trial_outlier_fixed",160,14652,1,691
"trial_outlier_data",160,14265,2,691
"trial_external",160,13837,3,691
"participant_external",155,13407,4,691
"final",155,13407,5,691
"stimuli_external",160,14278,1,692
"trial_outlier_data",160,13895,2,692
"trial_external",160,13478,3,692
"participant_external",155,13042,4,692
"final",155,13042,5,692
"stimuli_outlier_fixed",160,14720,1,693
"trial_outlier_data",160,14333,2,693
"trial_external",160,13903,3,693
"participant_external",155,13459,4,693
"final",155,13459,5,693
"stimuli_outlier_data",160,14720,1,694
"trial_outlier_data",160,14333,2,694
"trial_external",160,13903,3,694
"participant_external",155,13482,4,694
"final",155,13482,5,694
"participant_outlier_fixed",160,14720,1,695
"stimuli_external",160,14278,2,695
"trial_external",160,13849,3,695
"participant_external",155,13420,4,695
"final",155,13420,5,695
